10001,1.016814051
10005,0.951875861
10006,0.903099104
10007,0
10008,0
10011,1.018833468
10012,1.009674979
10016,1.060057569
10018,0
10019,1.008672598
10021,0
10022,0
10023,1.091318554
10024,0.927031962
10025,1.037823233
10027,0
10029,1.164544842
10032,0
10033,1.187130357
10034,0
10035,0.936986266
10036,0
10038,1.054177899
10039,0.989228516
10040,1.002298958
10043,0
10044,0
10045,0
10046,1.100342771
10047,0
10049,0
10050,0
10051,0
10052,0
10054,0
10055,1.022929641
10056,1.112832394
10058,0
10059,0
10061,0
10062,0
10065,0.959375965
10066,0
10069,0
10073,0
10078,1.123953874
10079,0
10083,1.00455863
10085,0.929375829
10086,0
10087,0
10089,0.985780945
10090,0.964869234
10091,0
10092,1.233794024
10095,0
10097,0
10099,0
10100,1.059621493
10101,0
10102,0
10103,0.971174579
10104,0.966272656
10108,0
10109,0
10110,0
10112,0
10113,1.066649066
10114,1.054697273
10118,1.145093143
10120,0
10125,0
10126,0
10128,0
10129,0
10130,0
10131,1.134519722
10137,0
10138,0
10139,1.027274488
10144,1.10301291
10146,0
10148,0
10149,0.971936616
10150,0
10152,0
10157,0
10158,1.072397166
10164,0.998567371
10168,0
10169,0
20001,0.894039371
20006,1.040316044
20008,0
20012,0.926373922
20017,0.955426987
20018,0
20024,0
20026,1.031802933
20027,0
30001,0
30002,1.088498885
30006,0.960857075
30007,0.966841087
30010,0.982194374
30011,0.965520394
30012,0.930365798
30013,1.013930693
30014,0.998226511
30016,1.021946519
30022,0
30023,0.929130121
30024,0.987050623
30030,0.949159011
30033,0
30036,1.059743846
30037,0.998222277
30038,0.896300447
30043,0.941245591
30055,0.892634163
30061,1.036360993
30062,0.936183506
30064,1.093464063
30065,0.976007677
30068,0
30069,0.920732486
30071,0
30073,0
30074,0
30077,0
30078,0
30083,0.974524763
30084,0
30085,1.006736652
30087,0.957774765
30088,0.984385674
30089,1.133483222
30092,0.974618447
30093,0.924954271
30094,0.928552614
30100,1.011962982
30101,0.979524318
30103,0.914277912
30105,0.948148901
30107,0
30108,0
30110,1.072380845
30111,0.968372583
30112,0
30113,0
30114,0.967529855
30115,1.06601556
30117,0.972743305
30118,0
30119,0.94887622
30120,0
30121,0.941463477
30122,0
30123,0.980695488
30126,1.006537815
30130,0
30131,0
30132,0
30134,0
40001,0
40002,0
40004,0.946703038
40007,0.920655765
40010,0.978329637
40011,1.060169474
40014,0.986995587
40015,0
40016,1.174084345
40017,1.002580437
40018,0
40019,0
40020,1.078308277
40022,1.132581745
40026,0.97749824
40027,1.095816339
40029,0.902681642
40036,0.998090911
40039,1.143380845
40041,1.067525735
40042,0
40047,0
40050,0
40051,0
40055,1.054787449
40062,0.89952486
40067,0
40069,0
40071,0.962537103
40072,0
40074,0
40076,0
40078,1.034404541
40080,0
40084,1.045546755
40085,0
40088,0.999492512
40114,0.903203129
40118,0.982079875
40119,1.144536477
40134,0.951664145
40137,0
40147,0
40152,0
40153,0
50002,1.042616124
50006,0.928212936
50007,0.886327705
50008,0
50009,0.982936093
50013,0.92595695
50014,0
50016,0
50017,0.975326648
50018,0
50022,1.058692328
50024,1.065806004
50025,0.977172866
50026,0.990175176
50028,0
50030,1.079058231
50036,1.082635742
50038,0.99636779
50039,1.074442632
50040,0
50042,0
50043,1.063053398
50045,1.007555385
50046,0
50047,1.004388773
50054,0.973059048
50055,0
50056,1.030963215
50057,0.986984645
50058,1.050457766
50060,1.065454801
50063,1.103039813
50067,0
50069,0.905039585
50070,0
50071,0.968040871
50072,0
50073,0
50075,0
50076,1.018694438
50077,0.903402063
50078,1.051902117
50079,1.023789615
50082,1.039562842
50084,0.950068275
50089,0
50090,0
50091,0
50093,0.93892765
50096,0
50099,0.946993037
50100,1.015732447
50101,0.973625455
50102,0
50103,1.060431487
50104,0.997060885
50107,0.938823498
50108,0.91359813
50110,0
50111,1.000934674
50112,1.086124096
50113,0
50115,0.934921401
50116,0.950714193
50118,1.058748887
50121,0.995945242
50122,0.992695223
50124,0.991634831
50125,1.056393229
50126,0.99976725
50127,0
50128,0.938333595
50129,1.041632557
50131,0
50132,1.012898485
50133,1.050816799
50135,1.044402393
50136,0.973911793
50137,0
50138,0.975713981
50139,0
50140,0
50145,0.866761799
50149,1.053096445
50150,0.950970824
50152,0
50153,1.027565927
50158,0.976932587
50159,0
50167,0
50168,0.951807695
50169,0.981664834
50174,0.822489833
50179,1.037306251
50180,0.984113768
50189,0
50191,1.056106515
50192,0
50194,0.991725178
50195,1.152018828
