Alabama,80.7,17.3,0.5,0.6,1.7
Alabama,88.4,9.9,0.5,0.4,2.3
Alabama,52.2,46.8,0.4,0.3,3.1
Alabama,76.8,22.5,0.3,0.1,1.4
Alabama,97.1,1.5,0.5,0.2,6.3
Alabama,27.8,71.4,0.4,0.2,5.9
Alabama,57.5,41.9,0.2,0.3,0.9
Alabama,78.3,19.7,0.4,0.8,2
Alabama,60.8,38.6,0.1,0.2,1.2
Alabama,93.3,5.5,0.3,0.3,1.1
Alabama,88.3,10.5,0.3,0.4,3.7
Alabama,55.7,43.9,0.1,0.1,0.8
Alabama,55.8,43.7,0.2,0.2,0.7
Alabama,84.2,15,0.3,0.1,2.1
Alabama,95.3,3.8,0.3,0.2,1.8
Alabama,77.9,18.5,0.9,1.2,3.2
Alabama,81.9,16.7,0.4,0.3,1.3
Alabama,55.3,44.1,0.2,0.1,0.9
Alabama,67.6,31.6,0.3,0.1,1.5
Alabama,86.1,12.6,0.5,0.3,0.9
Alabama,74.6,24.6,0.4,0.1,0.8
Alabama,97.3,1.2,0.4,0.3,3.1
Alabama,75.5,20.9,0.5,1.3,3.2
Alabama,32.4,66.9,0.1,0.3,0.6
Alabama,96,1.8,0.8,0.3,8.8
Alabama,77.3,20.7,0.4,0.5,1.7
Alabama,64.3,31.7,2.9,0.3,1
Alabama,83.8,14.6,0.3,0.5,2.4
Alabama,87.4,11.8,0.2,0.3,0.9
Alabama,94.1,4.2,0.4,0.6,10.7
Alabama,87.8,10.8,0.7,0.2,2
Alabama,19.9,79.7,0.1,0.2,0.7
Alabama,40.3,59.2,0.1,0.2,0.9
Alabama,67.6,31.7,0.2,0,2.1
Alabama,72.2,25.9,0.4,0.7,1.6
Alabama,92.6,3.8,1.6,0.3,1.6
Alabama,56.8,41.2,0.2,1.1,2.3
Alabama,88.1,11.4,0.2,0.1,1.5
Alabama,88.9,9.7,0.3,0.4,1.2
Alabama,79.5,12.1,5.4,0.1,1.4
Alabama,74.1,23,0.2,1.8,1.6
Alabama,85.1,13.2,0.5,0.5,3.3
Alabama,27.9,71.7,0.1,0.1,0.8
Alabama,15.7,82.8,0.1,0.9,1
Alabama,71.7,23.5,0.8,2.1,2.2
Alabama,47.1,52.2,0.1,0.3,1.8
Alabama,95,3.9,0.3,0.2,1.5
Alabama,96.6,1.6,0.5,0.4,8.5
Alabama,62.2,34.5,0.7,1.6,1.3
Alabama,57,41,1,0.3,0.8
Alabama,45.1,52.5,0.2,1.2,1.4
Alabama,85.7,11.8,0.7,0.7,4.6
Alabama,30,69.6,0.1,0.1,0.9
Alabama,57.2,42.4,0.1,0.1,0.8
Alabama,60.2,36.8,0.6,1,1.6
Alabama,76.8,22.1,0.3,0.4,1.3
Alabama,56.1,42.1,0.3,0.6,2.1
Alabama,90.3,8.2,0.4,0.3,1.3
Alabama,88.2,9.4,0.3,1.4,3.1
Alabama,24.9,74.7,0.1,0.1,1.4
Alabama,67.5,31.4,0.2,0.4,1.1
Alabama,72.9,26.3,0.2,0.2,0.9
Alabama,67.7,30.1,0.2,1.1,1.6
Alabama,92.5,6.4,0.3,0.2,1.2
Alabama,66,26.4,6.7,0.1,0.9
Alabama,27.1,72.6,0.1,0.1,0.8
Alabama,98.3,0.6,0.4,0.1,1.9
Arizona,22.2,0.6,76.1,0.3,4.6
Arizona,90.1,4.4,1.3,2.1,30.8
Arizona,66.1,1.3,29.9,1.2,11.6
Arizona,83.5,0.7,14.6,0.6,16.3
Arizona,80.4,2.2,16.3,0.7,27.8
Arizona,96.2,0.8,1.9,0.5,46.4
Arizona,84.2,1,13.2,0.6,22.8
Arizona,89,4.3,2.2,2.9,28.7
Arizona,94.2,1,2.5,1.1,12.8
Arizona,48.5,1.1,48.8,0.4,8.7
Arizona,88.7,3.4,3.6,2.6,31.6
Arizona,86.9,3.5,7.4,1.1,29.6
Arizona,97.7,0.6,0.8,0.8,80.4
Arizona,95.6,0.7,1.7,0.8,11.5
Arizona,93,2.7,1.9,1.4,54.6
Arkansas,74.6,24.5,0.1,0.4,1.1
Arkansas,74.6,24.5,0.1,0.4,1.1
Arkansas,71.3,27.8,0.1,0.3,3.8
Arkansas,98,0.3,0.5,0.4,1
Arkansas,93.8,1.1,1.6,1.9,12.6
Arkansas,97.7,0.3,0.7,0.4,1.5
Arkansas,71.2,28.2,0.3,0.1,10.2
Arkansas,76.6,23.2,0,0,2.1
Arkansas,97.3,0.3,0.7,0.7,13.5
Arkansas,45.2,53.9,0,0.6,4
Arkansas,75.3,22.3,0.5,1.1,3.9
Arkansas,98.2,0.3,0.7,0.2,1
Arkansas,98.2,0.5,0.3,0.2,1.7
Arkansas,85.7,13.5,0.4,0.1,1.8
Arkansas,62.3,36.6,0.3,0.4,1.6
Arkansas,85.5,12.5,0.5,0.5,2.4
Arkansas,88.3,9.7,0.4,0.7,3.1
Arkansas,93.4,1.1,2.1,1.4,4.6
Arkansas,49.2,49.4,0.3,0.6,1.9
Arkansas,75.5,23.4,0.3,0.4,1.1
Arkansas,58.2,40.7,0.3,0.4,2.4
Arkansas,52.1,46.8,0.3,0.4,3.8
Arkansas,71.2,27.5,0.2,0.5,2.6
Arkansas,88.3,9.3,0.5,0.8,2.5
Arkansas,96.7,0.7,0.8,0.9,2
Arkansas,98.1,0.3,0.6,0.2,0.7
Arkansas,89.3,7.9,0.7,0.6,3.3
Arkansas,95.8,3.1,0.5,0.2,1.7
Arkansas,97.8,0.3,0.4,0.2,1.5
Arkansas,68.8,29.1,0.4,0.5,12
Arkansas,87.9,10.2,0.5,0.3,1.7
Arkansas,77.8,20.7,0.5,0.5,8.8
Arkansas,95.5,2.1,0.4,1,2.5
Arkansas,96.8,1.5,0.8,0.2,1.1
Arkansas,79.7,19.4,0.3,0.2,1.4
Arkansas,46.2,51.9,0.3,0.9,1.2
Arkansas,95.7,1.8,0.7,0.7,9.3
Arkansas,63.1,36.1,0.4,0.3,1.6
Arkansas,97.8,0.7,0.6,0.1,0.9
Arkansas,42.2,57.2,0.2,0.4,2.6
Arkansas,66.1,32.9,0.4,0.1,1.8
Arkansas,76,21.2,1.2,0.2,2
Arkansas,95.7,1.3,0.7,0.8,1.6
Arkansas,91.5,6.5,0.5,0.6,2.3
Arkansas,97.2,0.2,1.2,0.3,3.9
Arkansas,97.7,0.3,0.7,0.2,1
Arkansas,74.5,23.4,0.7,0.4,1.9
Arkansas,63.9,34.1,0.3,0.4,2.7
Arkansas,59.3,39.3,0.2,0.3,1.7
Arkansas,97.1,0.6,0.9,0.4,3.7
Arkansas,66.6,32.7,0.4,0.1,2.2
Arkansas,98.2,0.2,0.5,0.2,1.2
Arkansas,58.6,40.2,0.2,0.4,1.1
Arkansas,96.3,2,0.9,0.2,1.3
Arkansas,37.3,61.4,0.2,0.5,1.5
Arkansas,94.2,3.9,0.8,0.3,4.9
Arkansas,91.8,7.4,0.2,0.2,1.8
Arkansas,96.5,0.3,1.5,0.3,3.8
Arkansas,94.4,3,0.6,0.8,3.8
Arkansas,84.8,14.5,0.4,0.2,0.9
Arkansas,62.5,34,0.4,1.6,3.1
Arkansas,97.4,1.2,0.6,0.1,1.2
Arkansas,48.2,50.5,0.3,0.7,5.2
Arkansas,94.8,3.2,0.5,0.7,2
Arkansas,95.4,0.5,1.2,2,7
Arkansas,98,0.2,0.8,0.2,1.1
Arkansas,85.8,6.3,1.6,3.8,9.6
Arkansas,92.4,4.4,2,0.3,26.5
Arkansas,97,0.9,0.6,0.2,1.4
Arkansas,97.7,0.3,0.4,0,1.1
Arkansas,65.3,33,0.2,0.6,1.7
Arkansas,97.1,0.5,0.8,0.3,1.4
Arkansas,91.2,2.7,1.4,2.6,12.2
Arkansas,93.8,4,0.5,0.5,2.6
Arkansas,70.4,28.7,0.2,0.2,0.9
Arkansas,95.4,1.5,0.7,1.3,17.1
California,56.9,13.8,0.7,24.9,20.3
California,80.1,0.7,18.6,0.4,8.5
California,91.2,4.1,1.6,1.5,9.5
California,89.2,1.6,1.9,4.2,11.6
California,93.6,1,1.7,1.3,8.6
California,93.5,1,2.4,2.5,49.1
California,72.7,9.6,0.7,13.5,20.7
California,83.3,4.6,6.1,2.9,14.9
California,92.5,0.9,1,3.2,10.3
California,81.4,5.7,1.9,9,46.4
California,92.5,0.9,2.2,3,32.4
California,87.5,1.1,5.4,2.1,7.4
California,90.6,4.2,1.9,2.6,75.1
California,86.2,0.4,10,1.4,15.9
California,85.8,6.2,1.7,4.2,43.6
California,84.3,8.5,2,3.5,46.6
California,90.9,2.2,3.1,1.3,14.5
California,84.3,9.5,3.1,1.4,14.9
California,74.1,9.7,1.1,13.4,46.4
California,88.6,4.4,3.1,2.2,47.9
California,88.7,3.1,0.6,5.5,12.4
California,92.3,1.1,3.1,1.1,9.6
California,90.3,0.8,4.8,1.7,19.2
California,85.4,4.1,1.6,6.8,50.8
California,92.9,0.8,4,0.7,11.9
California,94.6,0.6,2.5,1.4,22.6
