Provider_Number,Provider_Number,Readm_rate
390058,390058,"0.927887871"
390061,390061,"0.921390763"
390062,390062,"0"
390068,390068,"0"
390070,390070,"1.036749374"
390071,390071,"0"
390072,390072,"1.058058487"
390073,390073,"0.919899269"
390076,390076,"1.099526466"
390080,390080,"1.017235721"
390084,390084,"0"
390093,390093,"1.048809458"
390097,390097,"0.943488012"
390100,390100,"0.892057288"
390104,390104,"0"
390113,390113,"0.989789954"
390118,390118,"1.012758926"
390119,390119,"0.951229881"
390123,390123,"1.066404614"
390127,390127,"1.053759349"
390137,390137,"0.881160469"
390138,390138,"1.017710282"
390146,390146,"0.928226878"
390151,390151,"0.93214521"
390157,390157,"0"
390162,390162,"1.11080244"
390168,390168,"0.979108973"
390174,390174,"1.158336705"
390184,390184,"0"
390194,390194,"0.983713874"
390198,390198,"0"
390199,390199,"1.006180911"
390201,390201,"0.974090993"
390203,390203,"1.117542653"
390204,390204,"1.097509462"
390211,390211,"1.075664848"
390220,390220,"1.02321908"
390223,390223,"0.961758718"
390237,390237,"1.049335319"
390263,390263,"1.166329769"
390266,390266,"0"
390268,390268,"0.966984372"
390290,390290,"0.960525305"
390304,390304,"1.029922875"
410001,410001,"1.038160182"
410004,410004,"0.955647761"
410006,410006,"0.964222935"
420002,420002,"0.93824295"
420010,420010,"0"
420011,420011,"0.997767148"
420018,420018,"1.015206752"
420019,420019,"0"
420030,420030,"1.010770222"
420033,420033,"0"
420036,420036,"1.083339226"
420037,420037,"0"
420049,420049,"1.013222826"
420053,420053,"1.01244064"
420066,420066,"0"
420069,420069,"0"
420071,420071,"1.031250565"
420072,420072,"0"
420079,420079,"0.948756094"
420085,420085,"1.056840203"
420086,420086,"0.918055183"
420087,420087,"0.929316208"
420089,420089,"0"
420091,420091,"1.238000807"
420101,420101,"0"
430005,430005,"0.97391898"
430008,430008,"0.952689077"
430012,430012,"0.961788282"
430016,430016,"0.949603154"
430048,430048,"0"
430077,430077,"0.973641778"
430095,430095,"0.821603878"
440001,440001,"0"
440002,440002,"0.993057914"
440006,440006,"1.019602201"
440008,440008,"0"
440009,440009,"1.014632134"
440010,440010,"0"
440011,440011,"1.00576764"
440018,440018,"0"
440029,440029,"1.019186622"
440031,440031,"0"
440034,440034,"1.073372317"
440039,440039,"1.036550721"
440040,440040,"0"
440046,440046,"0.988665142"
440050,440050,"0"
440059,440059,"1.058429763"
440060,440060,"0"
440065,440065,"1.009731008"
440067,440067,"0"
440070,440070,"0"
440081,440081,"0.963421166"
440084,440084,"0"
440102,440102,"0"
440109,440109,"1.017984885"
440110,440110,"1.035839878"
440125,440125,"1.060847566"
440132,440132,"1.011336027"
440141,440141,"0"
440150,440150,"0.993667136"
440156,440156,"0.888613595"
440159,440159,"0"
440161,440161,"0.910189133"
440173,440173,"0.829601609"
440176,440176,"1.04130206"
440180,440180,"0"
440181,440181,"0"
440187,440187,"0"
440194,440194,"0.947198008"
440197,440197,"0.961475766"
440227,440227,"0.935879441"
450007,450007,"0.991848354"
450024,450024,"1.005498623"
450029,450029,"1.033263025"
450032,450032,"0"
450042,450042,"0.992590601"
450051,450051,"1.076889704"
450055,450055,"0"
450056,450056,"1.018361982"
450064,450064,"1.070144085"
450072,450072,"0.927233792"
450073,450073,"0"
450080,450080,"0"
450082,450082,"0"
450085,450085,"0"
450087,450087,"0.95108989"
450090,450090,"0"
450097,450097,"1.152298198"
450099,450099,"0"
450104,450104,"1.032710154"
450107,450107,"0.982970416"
450108,450108,"0"
450124,450124,"0.991340103"
450128,450128,"0.987701058"
450132,450132,"1.067745064"
450133,450133,"0.931878349"
450143,450143,"0"
450147,450147,"0.87819247"
450148,450148,"0"
450152,450152,"1.010833846"
450154,450154,"0"
450155,450155,"0"
450162,450162,"0"
450163,450163,"0"
450165,450165,"0"
450176,450176,"1.004366091"
450177,450177,"0"
450178,450178,"0"
450192,450192,"0"
450194,450194,"0"
450196,450196,"0.924563638"
450200,450200,"1.054969975"
450203,450203,"0.990837225"
450222,450222,"1.110026591"
450229,450229,"0.936312654"
450236,450236,"0.920276938"
450241,450241,"0"
450243,450243,"0"
450272,450272,"0.996836551"
450280,450280,"0.99473837"
450292,450292,"0"
450293,450293,"0"
450299,450299,"1.00542641"
450306,450306,"0"
450324,450324,"1.005738313"
450330,450330,"0.960778498"
450340,450340,"0.988566895"
450347,450347,"0"
450369,450369,"0"
450379,450379,"0.997398127"
450389,450389,"0.985814455"
450399,450399,"0"
450400,450400,"0"
450403,450403,"0.912923161"
450411,450411,"0"
450419,450419,"0"
450447,450447,"1.010445681"
450451,450451,"0"
450460,450460,"0"
450465,450465,"0.91848808"
450484,450484,"1.002169995"
450489,450489,"0"
450518,450518,"0.973590792"
450537,450537,"0.948438632"
450539,450539,"0"
450558,450558,"1.040018291"
450563,450563,"0.986415491"
450565,450565,"0"
450571,450571,"0.99385806"
450573,450573,"0"
450578,450578,"0"
450584,450584,"0"
450586,450586,"0"
450587,450587,"0"
450596,450596,"1.047467729"
450605,450605,"0"
450610,450610,"0.880031354"
450617,450617,"0.953871721"
450634,450634,"1.066762368"
450638,450638,"1.067536875"
450641,450641,"0"
450643,450643,"0.959606305"
450644,450644,"0.980759461"
450651,450651,"1.010212609"
450653,450653,"0"
450654,450654,"0.992961401"
450656,450656,"1.085018111"
450659,450659,"1.015971862"
450662,450662,"0.966301729"
450669,450669,"1.056788209"
450670,450670,"0.968757237"
450672,450672,"0.933902254"
450675,450675,"1.095785607"
450688,450688,"0.981417328"
450694,450694,"0"
450697,450697,"0.9963898"
450698,450698,"0"
450702,450702,"1.009779477"
450711,450711,"1.079126693"
450723,450723,"0.938639619"
450730,450730,"1.033475565"
450742,450742,"0.96950295"
450743,450743,"1.07433278"
450747,450747,"0.982419273"
450749,450749,"0"
450754,450754,"0"
450755,450755,"0"
450771,450771,"1.027858685"
450775,450775,"0.9640932"
450820,450820,"0.971445861"
450822,450822,"1.021558573"
450827,450827,"0"
450828,450828,"0.947498325"
450833,450833,"0"
450840,450840,"0"
450847,450847,"0.989903657"
450848,450848,"0"
450855,450855,"0.976678296"
450869,450869,"0.950422324"
450877,450877,"0"
450885,450885,"1.051251106"
450890,450890,"1.001240152"
460003,460003,"1.075906272"
460005,460005,"0.889668644"
460006,460006,"0"
460010,460010,"0.866935819"
460011,460011,"0"
460014,460014,"0"
460015,460015,"0.950059534"
460017,460017,"0"
460019,460019,"0"
460030,460030,"0"
460033,460033,"0"
460035,460035,"0"
460039,460039,"0"
460041,460041,"1.022047851"
460044,460044,"0"
460051,460051,"0.969081203"
460058,460058,"0"
470005,470005,"0.967067409"
470011,470011,"0"
490001,490001,"0"
490002,490002,"0"
490005,490005,"0.957131563"
490007,490007,"0.888099831"
490009,490009,"1.050565979"
490011,490011,"0.955925027"
490017,490017,"1.062862637"
490018,490018,"0.832754553"
490020,490020,"1.05334264"
490024,490024,"1.031492372"
490037,490037,"1.125135663"
490038,490038,"1.016450372"
490040,490040,"0.999891886"
490042,490042,"0.991138198"
490043,490043,"0.951476105"
490044,490044,"0.969990307"
490046,490046,"1.00936533"
490050,490050,"0.930052013"
490052,490052,"0.993691359"
490057,490057,"0.950901187"
490060,490060,"1.033585119"
490067,490067,"1.131103458"
490075,490075,"1.036470758"
490077,490077,"0.953107885"
490084,490084,"0.986038202"
490092,490092,"0.935292401"
490093,490093,"1.087217502"
490097,490097,"1.12327919"
490111,490111,"0.978487351"
490113,490113,"1.065650816"
490115,490115,"0"
490117,490117,"0"
490119,490119,"0.937318369"
490127,490127,"0"
490130,490130,"1.005911031"
490141,490141,"1.104866742"
500003,500003,"0.894963133"
500007,500007,"1.07380728"
500011,500011,"0.977507286"
500012,500012,"1.06606599"
500015,500015,"1.003348118"
500016,500016,"0.847855319"
500019,500019,"1.022446394"
500021,500021,"0.994963455"
500031,500031,"0.956286908"
500036,500036,"0.958379807"
500037,500037,"0"
500049,500049,"0.996439034"
500051,500051,"0.902818677"
500054,500054,"0.723848297"
500058,500058,"0.852578981"
500060,500060,"0"
500064,500064,"0.955707475"
500072,500072,"0.960635513"
500079,500079,"1.05881071"
500088,500088,"0.937031598"
500139,500139,"0.963435064"
510002,510002,"0.975015734"
510006,510006,"1.048543422"
510012,510012,"0"
510013,510013,"1.019424628"
510023,510023,"0.982962859"
510029,510029,"0.965168316"
510030,510030,"0.932877752"
510046,510046,"1.002449559"
510048,510048,"0.987869882"
510062,510062,"0"
510070,510070,"1.177737332"
510071,510071,"0.938534645"
510072,510072,"0"
510077,510077,"0"
510086,510086,"0"
520008,520008,"0.964568067"
520030,520030,"0.770198469"
520037,520037,"0.984179469"
530002,530002,"0"
530006,530006,"0"
530012,530012,"0.958324647"
530014,530014,"1.037312125"
530025,530025,"0"
530032,530032,"0"
670006,670006,"0"
670023,670023,"0.998659432"
670024,670024,"0.887990642"
670041,670041,"0.893004177"
670043,670043,"0"
670055,670055,"0.947173117"
670056,670056,"1.07737718"
670060,670060,"1.02221902"
670068,670068,"0"
